Computing reachable states... 
Iteration 0... 1 sym states passed, 2 waiting 0.00300001s
Iteration 89... 83 sym states passed, 17 waiting 0.00200001s
Iteration 90... 84 sym states passed, 17 waiting 0.00200001s
Iteration 91... 85 sym states passed, 19 waiting 0.00300001s
Iteration 92... 86 sym states passed, 19 waiting 0.00200001s
Iteration 93... 86 sym states passed, 18 waiting 0.00300001s
Iteration 94... 87 sym states passed, 18 waiting 0.00200001s
Iteration 95... 88 sym states passed, 20 waiting 0.00300001s
Iteration 96... 89 sym states passed, 20 waiting 0.00200001s
Iteration 97... 89 sym states passed, 19 waiting 0.00300001s
Iteration 98... 90 sym states passed, 19 waiting 0.00200001s
Iteration 99... 91 sym states passed, 21 waiting 0.00300001s
Iteration 100... 92 sym states passed, 21 waiting 0.00200001s
Iteration 101... 92 sym states passed, 20 waiting 0.00300001s
Iteration 102... 93 sym states passed, 20 waiting 0.00200001s
Iteration 103... 94 sym states passed, 20 waiting 0.00100001s
Iteration 104... 95 sym states passed, 20 waiting 0.00100001s
Iteration 105... 96 sym states passed, 19 waiting 0.00300001s
Iteration 106... 97 sym states passed, 20 waiting 0.00200001s
Iteration 107... 98 sym states passed, 20 waiting 0.00200001s
Iteration 108... 99 sym states passed, 20 waiting 0.00200001s
Iteration 109... 100 sym states passed, 20 waiting 0.00200001s
Iteration 110... 101 sym states passed, 19 waiting 0.00300001s
Iteration 111... 102 sym states passed, 20 waiting 0.00200001s
Iteration 112... 103 sym states passed, 20 waiting 0.00200001s
Iteration 113... 104 sym states passed, 20 waiting 0.00200001s
Iteration 114... 105 sym states passed, 20 waiting 0.00200001s
Iteration 115... 106 sym states passed, 19 waiting 0.00300001s
Iteration 116... 107 sym states passed, 20 waiting 0.00200001s
Iteration 117... 108 sym states passed, 20 waiting 0.00200001s
Iteration 118... 109 sym states passed, 20 waiting 0.00200001s
Iteration 119... 110 sym states passed, 20 waiting 0.00200001s
Iteration 120... 111 sym states passed, 19 waiting 0.00300001s
Iteration 121... 112 sym states passed, 20 waiting 0.00200001s
Iteration 122... 113 sym states passed, 20 waiting 0.00200001s
Iteration 123... 114 sym states passed, 19 waiting 0.00100001s
Iteration 124... 115 sym states passed, 18 waiting 0.00100001s
Iteration 125... 116 sym states passed, 19 waiting 0.00200001s
Iteration 126... 117 sym states passed, 20 waiting 0.00200001s
Iteration 127... 118 sym states passed, 19 waiting 0.00100001s
Iteration 128... 119 sym states passed, 18 waiting 0.00100001s
Iteration 129... 120 sym states passed, 17 waiting 0.00100001s
Iteration 130... 121 sym states passed, 18 waiting 0.00200001s
Iteration 131... 122 sym states passed, 19 waiting 0.00200001s
Iteration 132... 123 sym states passed, 18 waiting 0.00100001s
Iteration 133... 124 sym states passed, 17 waiting 0.00100001s
Iteration 134... 125 sym states passed, 16 waiting 0.00100001s
Iteration 135... 126 sym states passed, 17 waiting 0.00200001s
Iteration 136... 127 sym states passed, 18 waiting 0.00200001s
Iteration 137... 128 sym states passed, 17 waiting 0.00100001s
Iteration 138... 129 sym states passed, 16 waiting 0.00100001s
Iteration 139... 130 sym states passed, 15 waiting 0.00100001s
Iteration 140... 131 sym states passed, 16 waiting 0.00200001s
Iteration 141... 132 sym states passed, 17 waiting 0.00200001s
Iteration 142... 133 sym states passed, 16 waiting 0.00100001s
Iteration 143... 134 sym states passed, 16 waiting 0.00200001s
Iteration 144... 135 sym states passed, 16 waiting 0.00200001s
Iteration 145... 136 sym states passed, 18 waiting 0.00200001s
Iteration 146... 137 sym states passed, 17 waiting 0.00100001s
Iteration 147... 138 sym states passed, 17 waiting 0.00200001s
Iteration 148... 139 sym states passed, 17 waiting 0.00200001s
Iteration 149... 140 sym states passed, 19 waiting 0.00200001s
Iteration 150... 141 sym states passed, 18 waiting 0.00100001s
Iteration 151... 142 sym states passed, 18 waiting 0.00100001s
Iteration 152... 143 sym states passed, 18 waiting 0.00100001s
Iteration 153... 144 sym states passed, 20 waiting 0.00200001s
Iteration 154... 145 sym states passed, 19 waiting 0.00100001s
Iteration 155... 146 sym states passed, 19 waiting 0.00200001s
Iteration 156... 147 sym states passed, 19 waiting 0.00200001s
Iteration 157... 148 sym states passed, 21 waiting 0.00200001s
Iteration 158... 149 sym states passed, 20 waiting 0.00100001s
Iteration 159... 150 sym states passed, 20 waiting 0.00200001s
Iteration 160... 151 sym states passed, 20 waiting 0.00200001s
Iteration 161... 152 sym states passed, 21 waiting 0.00200001s
Iteration 162... 153 sym states passed, 22 waiting 0.00200001s
Iteration 163... 154 sym states passed, 21 waiting 0.00200001s
Iteration 164... 155 sym states passed, 21 waiting 0.00200001s
Iteration 165... 156 sym states passed, 21 waiting 0.00200001s
Iteration 166... 157 sym states passed, 22 waiting 0.00200001s
Iteration 167... 158 sym states passed, 23 waiting 0.00200001s
Iteration 168... 159 sym states passed, 22 waiting 0.00200001s
Iteration 169... 160 sym states passed, 22 waiting 0.00200001s
Iteration 170... 161 sym states passed, 22 waiting 0.00200001s
Iteration 171... 162 sym states passed, 23 waiting 0.00200001s
Iteration 172... 163 sym states passed, 24 waiting 0.00200001s
Iteration 173... 164 sym states passed, 23 waiting 0.00200001s
Iteration 174... 165 sym states passed, 23 waiting 0.00200001s
Iteration 175... 166 sym states passed, 23 waiting 0.00200001s
Iteration 176... 167 sym states passed, 24 waiting 0.00300001s
Iteration 177... 168 sym states passed, 25 waiting 0.00200001s
Iteration 178... 169 sym states passed, 24 waiting 0.00200001s
Iteration 179... 170 sym states passed, 23 waiting 0.00200001s
Iteration 180... 171 sym states passed, 22 waiting 0.00200001s
Iteration 181... 172 sym states passed, 22 waiting 0.00100001s
Iteration 182... 173 sym states passed, 23 waiting 0.00300001s
Iteration 183... 174 sym states passed, 23 waiting 0.00100001s
Iteration 184... 175 sym states passed, 24 waiting 0.00300001s
Iteration 185... 176 sym states passed, 23 waiting 0.00200001s
Iteration 186... 177 sym states passed, 22 waiting 0.00200001s
Iteration 187... 178 sym states passed, 22 waiting 0.00100001s
Iteration 188... 179 sym states passed, 23 waiting 0.00300001s
Iteration 189... 180 sym states passed, 23 waiting 0.00200001s
Iteration 190... 181 sym states passed, 24 waiting 0.00300001s
Iteration 191... 182 sym states passed, 23 waiting 0.00200001s
Iteration 192... 183 sym states passed, 22 waiting 0.00200001s
Iteration 193... 184 sym states passed, 22 waiting 0.00200001s
Iteration 194... 185 sym states passed, 23 waiting 0.00300001s
Iteration 195... 186 sym states passed, 23 waiting 0.00200001s
Iteration 196... 187 sym states passed, 24 waiting 0.00300001s
Iteration 197... 188 sym states passed, 23 waiting 0.00200001s
Iteration 198... 189 sym states passed, 22 waiting 0.00200001s
Iteration 199... 190 sym states passed, 22 waiting 0.00200001s
Iteration 200... 191 sym states passed, 23 waiting 0.00300001s
Iteration 201... 192 sym states passed, 23 waiting 0.00200001s
Iteration 202... 193 sym states passed, 24 waiting 0.00300001s
Iteration 203... 194 sym states passed, 25 waiting 0.00200001s
Iteration 204... 195 sym states passed, 24 waiting 0.00200001s
Iteration 205... 195 sym states passed, 23 waiting 0.00300001s
Iteration 206... 196 sym states passed, 24 waiting 0.00200001s
Iteration 207... 197 sym states passed, 23 waiting 0.00200001s
Iteration 208... 197 sym states passed, 22 waiting 0.00300001s
Iteration 209... 198 sym states passed, 23 waiting 0.00200001s
Iteration 210... 199 sym states passed, 22 waiting 0.00200001s
Iteration 211... 199 sym states passed, 21 waiting 0.00300001s
Iteration 212... 200 sym states passed, 22 waiting 0.00200001s
Iteration 213... 201 sym states passed, 21 waiting 0.00200001s
Iteration 214... 201 sym states passed, 20 waiting 0.00300001s
Iteration 215... 202 sym states passed, 21 waiting 0.00200001s
Iteration 216... 203 sym states passed, 20 waiting 0.00300001s
Iteration 217... 203 sym states passed, 19 waiting 0.00300001s
Iteration 218... 204 sym states passed, 20 waiting 0.00200001s
Iteration 219... 205 sym states passed, 19 waiting 0.00300001s
Iteration 220... 205 sym states passed, 18 waiting 0.00300001s
Iteration 221... 206 sym states passed, 19 waiting 0.00300001s
Iteration 222... 207 sym states passed, 18 waiting 0.00300001s
Iteration 223... 207 sym states passed, 17 waiting 0.00300001s
Iteration 224... 208 sym states passed, 18 waiting 0.00200001s
Iteration 225... 209 sym states passed, 17 waiting 0.00300001s
Iteration 226... 209 sym states passed, 16 waiting 0.00300001s
Iteration 227... 210 sym states passed, 17 waiting 0.00500001s
Iteration 228... 211 sym states passed, 18 waiting 0.00200001s
Iteration 229... 212 sym states passed, 19 waiting 0.00200001s
Iteration 230... 213 sym states passed, 20 waiting 0.00300001s
Iteration 231... 214 sym states passed, 21 waiting 0.00200001s
Iteration 232... 215 sym states passed, 22 waiting 0.00300001s
Iteration 233... 216 sym states passed, 23 waiting 0.00300001s
Iteration 234... 217 sym states passed, 24 waiting 0.00300001s
Iteration 235... 218 sym states passed, 24 waiting 0.00300001s
Iteration 236... 219 sym states passed, 25 waiting 0.00300001s
Iteration 237... 220 sym states passed, 25 waiting 0.00300001s
Iteration 238... 221 sym states passed, 26 waiting 0.00300001s
Iteration 239... 222 sym states passed, 27 waiting 0.00300001s
Iteration 240... 223 sym states passed, 28 waiting 0.00300001s
Iteration 241... 224 sym states passed, 29 waiting 0.00300001s
Iteration 242... 225 sym states passed, 30 waiting 0.00400001s
Iteration 243... 226 sym states passed, 32 waiting 0.00300001s
Iteration 244... 227 sym states passed, 32 waiting 0.00200001s
Iteration 245... 227 sym states passed, 31 waiting 0.00300001s
Iteration 246... 228 sym states passed, 31 waiting 0.00200001s
Iteration 247... 229 sym states passed, 33 waiting 0.00300001s
Iteration 248... 230 sym states passed, 33 waiting 0.00200001s
Iteration 249... 230 sym states passed, 32 waiting 0.00300001s
Iteration 250... 231 sym states passed, 32 waiting 0.00200001s
Iteration 251... 232 sym states passed, 34 waiting 0.00300001s
Iteration 252... 233 sym states passed, 34 waiting 0.00300001s
Iteration 253... 233 sym states passed, 33 waiting 0.00400001s
Iteration 254... 234 sym states passed, 33 waiting 0.00200001s
Iteration 255... 235 sym states passed, 35 waiting 0.00400001s
Iteration 256... 236 sym states passed, 35 waiting 0.00300001s
Iteration 257... 236 sym states passed, 34 waiting 0.00400001s
Iteration 258... 237 sym states passed, 34 waiting 0.00200001s
Iteration 259... 238 sym states passed, 34 waiting 0.00300001s
Iteration 260... 238 sym states passed, 33 waiting 0.00400001s
Iteration 261... 239 sym states passed, 33 waiting 0.00200001s
Iteration 262... 240 sym states passed, 33 waiting 0.00300001s
Iteration 263... 240 sym states passed, 32 waiting 0.00400001s
Iteration 264... 241 sym states passed, 32 waiting 0.00200001s
Iteration 265... 242 sym states passed, 34 waiting 0.00400001s
Iteration 266... 243 sym states passed, 34 waiting 0.00300001s
Iteration 267... 243 sym states passed, 33 waiting 0.00400001s
Iteration 268... 244 sym states passed, 33 waiting 0.00200001s
Iteration 269... 245 sym states passed, 35 waiting 0.00400001s
Iteration 270... 246 sym states passed, 35 waiting 0.00300001s
Iteration 271... 246 sym states passed, 34 waiting 0.00400001s
Iteration 272... 247 sym states passed, 34 waiting 0.00200001s
Iteration 273... 248 sym states passed, 34 waiting 0.00200001s
Iteration 274... 249 sym states passed, 34 waiting 0.00200001s
Iteration 275... 250 sym states passed, 33 waiting 0.00300001s
Iteration 276... 251 sym states passed, 34 waiting 0.00200001s
Iteration 277... 252 sym states passed, 34 waiting 0.00200001s
Iteration 278... 253 sym states passed, 34 waiting 0.00200001s
Iteration 279... 254 sym states passed, 34 waiting 0.00200001s
Iteration 280... 255 sym states passed, 33 waiting 0.00300001s
Iteration 281... 256 sym states passed, 34 waiting 0.00200001s
Iteration 282... 257 sym states passed, 34 waiting 0.00300001s
Iteration 283... 258 sym states passed, 34 waiting 0.00300001s
Iteration 284... 259 sym states passed, 34 waiting 0.00300001s
Iteration 285... 260 sym states passed, 33 waiting 0.00300001s
Iteration 286... 261 sym states passed, 34 waiting 0.00200001s
Iteration 287... 262 sym states passed, 34 waiting 0.00200001s
Iteration 288... 263 sym states passed, 34 waiting 0.00300001s
Iteration 289... 264 sym states passed, 34 waiting 0.00300001s
Iteration 290... 265 sym states passed, 33 waiting 0.00300001s
Iteration 291... 266 sym states passed, 34 waiting 0.00200001s
Iteration 292... 267 sym states passed, 34 waiting 0.00300001s
Iteration 293... 268 sym states passed, 34 waiting 0.00200001s
Iteration 294... 269 sym states passed, 34 waiting 0.00300001s
Iteration 295... 270 sym states passed, 34 waiting 0.00200001s
Iteration 296... 271 sym states passed, 34 waiting 0.00300001s
Iteration 297... 272 sym states passed, 34 waiting 0.00300001s
Iteration 298... 273 sym states passed, 34 waiting 0.00300001s
Iteration 299... 274 sym states passed, 33 waiting 0.00300001s
Iteration 300... 275 sym states passed, 34 waiting 0.00200001s
Iteration 301... 276 sym states passed, 34 waiting 0.00300001s
Iteration 302... 277 sym states passed, 34 waiting 0.00400001s
Iteration 303... 278 sym states passed, 34 waiting 0.00400001s
Iteration 304... 279 sym states passed, 33 waiting 0.00400001s
Iteration 305... 280 sym states passed, 34 waiting 0.00200001s
Iteration 306... 281 sym states passed, 34 waiting 0.00300001s
Iteration 307... 282 sym states passed, 33 waiting 0.00100001s
Iteration 308... 283 sym states passed, 32 waiting 0.00100001s
Iteration 309... 284 sym states passed, 33 waiting 0.00200001s
Iteration 310... 285 sym states passed, 34 waiting 0.00200001s
Iteration 311... 286 sym states passed, 33 waiting 0.00100001s
Iteration 312... 287 sym states passed, 32 waiting 0.00100001s
Iteration 313... 288 sym states passed, 31 waiting 0.00100001s
Iteration 314... 289 sym states passed, 32 waiting 0.00200001s
Iteration 315... 290 sym states passed, 33 waiting 0.00200001s
Iteration 316... 291 sym states passed, 32 waiting 0.00100001s
Iteration 317... 292 sym states passed, 31 waiting 0.00200001s
Iteration 318... 293 sym states passed, 30 waiting 0.00200001s
Iteration 319... 294 sym states passed, 31 waiting 0.00200001s
Iteration 320... 295 sym states passed, 32 waiting 0.00200001s
Iteration 321... 296 sym states passed, 31 waiting 0.00100001s
Iteration 322... 297 sym states passed, 30 waiting 0.00100001s
Iteration 323... 298 sym states passed, 29 waiting 0.00100001s
Iteration 324... 299 sym states passed, 30 waiting 0.00200001s
Iteration 325... 300 sym states passed, 31 waiting 0.00200001s
Iteration 326... 301 sym states passed, 30 waiting 0.00100001s
Iteration 327... 302 sym states passed, 30 waiting 0.00200001s
Iteration 328... 303 sym states passed, 29 waiting 0.00100001s
Iteration 329... 304 sym states passed, 29 waiting 0.00200001s
Iteration 330... 305 sym states passed, 28 waiting 0.00100001s
Iteration 331... 306 sym states passed, 27 waiting 0.00200001s
Iteration 332... 307 sym states passed, 26 waiting 0.00100001s
Iteration 333... 308 sym states passed, 27 waiting 0.00200001s
Iteration 334... 309 sym states passed, 28 waiting 0.00200001s
Iteration 335... 310 sym states passed, 27 waiting 0.00100001s
Iteration 336... 311 sym states passed, 26 waiting 0.00200001s
Iteration 337... 312 sym states passed, 25 waiting 0.00200001s
Iteration 338... 313 sym states passed, 26 waiting 0.00300001s
Iteration 339... 314 sym states passed, 27 waiting 0.00200001s
Iteration 340... 315 sym states passed, 26 waiting 0.00100001s
Iteration 341... 316 sym states passed, 26 waiting 0.00200001s
Iteration 342... 317 sym states passed, 26 waiting 0.00200001s
Iteration 343... 318 sym states passed, 28 waiting 0.00300001s
Iteration 344... 319 sym states passed, 27 waiting 0.00100001s
Iteration 345... 320 sym states passed, 27 waiting 0.00200001s
Iteration 346... 321 sym states passed, 27 waiting 0.00200001s
Iteration 347... 322 sym states passed, 29 waiting 0.00300001s
Iteration 348... 323 sym states passed, 28 waiting 0.00100001s
Iteration 349... 324 sym states passed, 28 waiting 0.00200001s
Iteration 350... 325 sym states passed, 28 waiting 0.00200001s
Iteration 351... 326 sym states passed, 30 waiting 0.00300001s
Iteration 352... 327 sym states passed, 29 waiting 0.00200001s
Iteration 353... 328 sym states passed, 29 waiting 0.00200001s
Iteration 354... 329 sym states passed, 29 waiting 0.00200001s
Iteration 355... 330 sym states passed, 31 waiting 0.00300001s
Iteration 356... 331 sym states passed, 30 waiting 0.00100001s
Iteration 357... 332 sym states passed, 29 waiting 0.00100001s
Iteration 358... 333 sym states passed, 28 waiting 0.00100001s
Iteration 359... 334 sym states passed, 28 waiting 0.00200001s
Iteration 360... 335 sym states passed, 28 waiting 0.00200001s
Iteration 361... 336 sym states passed, 30 waiting 0.00300001s
Iteration 362... 337 sym states passed, 29 waiting 0.00200001s
Iteration 363... 338 sym states passed, 29 waiting 0.00200001s
Iteration 364... 339 sym states passed, 29 waiting 0.00200001s
Iteration 365... 340 sym states passed, 31 waiting 0.00300001s
Iteration 366... 341 sym states passed, 30 waiting 0.00200001s
Iteration 367... 342 sym states passed, 30 waiting 0.00200001s
Iteration 368... 343 sym states passed, 30 waiting 0.00200001s
Iteration 369... 344 sym states passed, 31 waiting 0.00200001s
Iteration 370... 345 sym states passed, 32 waiting 0.00200001s
Iteration 371... 346 sym states passed, 31 waiting 0.00300001s
Iteration 372... 347 sym states passed, 31 waiting 0.00200001s
Iteration 373... 348 sym states passed, 31 waiting 0.00200001s
Iteration 374... 349 sym states passed, 32 waiting 0.00300001s
Iteration 375... 350 sym states passed, 33 waiting 0.00300001s
Iteration 376... 351 sym states passed, 32 waiting 0.00300001s
Iteration 377... 352 sym states passed, 32 waiting 0.00200001s
Iteration 378... 353 sym states passed, 32 waiting 0.00200001s
Iteration 379... 354 sym states passed, 33 waiting 0.00300001s
Iteration 380... 355 sym states passed, 34 waiting 0.00300001s
Iteration 381... 356 sym states passed, 33 waiting 0.00300001s
Iteration 382... 357 sym states passed, 33 waiting 0.00200001s
Iteration 383... 358 sym states passed, 33 waiting 0.00200001s
Iteration 384... 359 sym states passed, 34 waiting 0.00300001s
Iteration 385... 360 sym states passed, 35 waiting 0.00300001s
Iteration 386... 361 sym states passed, 34 waiting 0.00300001s
Iteration 387... 362 sym states passed, 34 waiting 0.00300001s
Iteration 388... 363 sym states passed, 34 waiting 0.00300001s
Iteration 389... 364 sym states passed, 35 waiting 0.00400001s
Iteration 390... 365 sym states passed, 36 waiting 0.00300001s
Iteration 391... 366 sym states passed, 35 waiting 0.00300001s
Iteration 392... 367 sym states passed, 35 waiting 0.00300001s
Iteration 393... 368 sym states passed, 35 waiting 0.00300001s
Iteration 394... 369 sym states passed, 36 waiting 0.00400001s
Iteration 395... 370 sym states passed, 37 waiting 0.00400001s
Iteration 396... 371 sym states passed, 36 waiting 0.00300001s
Iteration 397... 372 sym states passed, 35 waiting 0.00200001s
Iteration 398... 373 sym states passed, 34 waiting 0.00200001s
Iteration 399... 374 sym states passed, 34 waiting 0.00200001s
Iteration 400... 375 sym states passed, 35 waiting 0.00300001s
Iteration 401... 376 sym states passed, 35 waiting 0.00200001s
Iteration 402... 377 sym states passed, 36 waiting 0.00300001s
Iteration 403... 378 sym states passed, 35 waiting 0.00200001s
Iteration 404... 379 sym states passed, 34 waiting 0.00200001s
Iteration 405... 380 sym states passed, 34 waiting 0.00200001s
Iteration 406... 381 sym states passed, 35 waiting 0.00400001s
Iteration 407... 382 sym states passed, 35 waiting 0.00200001s
Iteration 408... 383 sym states passed, 36 waiting 0.00400001s
Iteration 409... 384 sym states passed, 35 waiting 0.00200001s
Iteration 410... 385 sym states passed, 34 waiting 0.00200001s
Iteration 411... 386 sym states passed, 34 waiting 0.00200001s
Iteration 412... 387 sym states passed, 35 waiting 0.00400001s
Iteration 413... 388 sym states passed, 35 waiting 0.00200001s
Iteration 414... 389 sym states passed, 36 waiting 0.00400001s
Iteration 415... 390 sym states passed, 35 waiting 0.00200001s
Iteration 416... 391 sym states passed, 34 waiting 0.00200001s
Iteration 417... 392 sym states passed, 34 waiting 0.00200001s
Iteration 418... 393 sym states passed, 35 waiting 0.00400001s
Iteration 419... 394 sym states passed, 35 waiting 0.00300001s
Iteration 420... 395 sym states passed, 36 waiting 0.00400001s
Iteration 421... 396 sym states passed, 35 waiting 0.00200001s
Iteration 422... 397 sym states passed, 34 waiting 0.00200001s
Iteration 423... 398 sym states passed, 34 waiting 0.00200001s
Iteration 424... 399 sym states passed, 35 waiting 0.00400001s
Iteration 425... 400 sym states passed, 35 waiting 0.00300001s
Iteration 426... 401 sym states passed, 36 waiting 0.00400001s
Iteration 427... 402 sym states passed, 35 waiting 0.00200001s
Iteration 428... 403 sym states passed, 34 waiting 0.00200001s
Iteration 429... 404 sym states passed, 34 waiting 0.00300001s
Iteration 430... 405 sym states passed, 35 waiting 0.00400001s
Iteration 431... 406 sym states passed, 35 waiting 0.00300001s
Iteration 432... 407 sym states passed, 36 waiting 0.00500001s
Iteration 433... 408 sym states passed, 37 waiting 0.00200001s
Iteration 434... 409 sym states passed, 36 waiting 0.00300001s
Iteration 435... 409 sym states passed, 35 waiting 0.00400001s
Iteration 436... 410 sym states passed, 36 waiting 0.00300001s
Iteration 437... 411 sym states passed, 35 waiting 0.00300001s
Iteration 438... 411 sym states passed, 34 waiting 0.00400001s
Iteration 439... 412 sym states passed, 35 waiting 0.00300001s
Iteration 440... 413 sym states passed, 34 waiting 0.00300001s
Iteration 441... 413 sym states passed, 33 waiting 0.00400001s
Iteration 442... 414 sym states passed, 34 waiting 0.00300001s
Iteration 443... 415 sym states passed, 33 waiting 0.00300001s
Iteration 444... 415 sym states passed, 32 waiting 0.00400001s
Iteration 445... 416 sym states passed, 33 waiting 0.00300001s
Iteration 446... 417 sym states passed, 32 waiting 0.00400001s
Iteration 447... 417 sym states passed, 31 waiting 0.00400001s
Iteration 448... 418 sym states passed, 32 waiting 0.00300001s
Iteration 449... 419 sym states passed, 31 waiting 0.00400001s
Iteration 450... 419 sym states passed, 30 waiting 0.00500001s
Iteration 451... 420 sym states passed, 31 waiting 0.00300001s
Iteration 452... 421 sym states passed, 30 waiting 0.00400001s
Iteration 453... 421 sym states passed, 29 waiting 0.00500001s
Iteration 454... 422 sym states passed, 30 waiting 0.00300001s
Iteration 455... 423 sym states passed, 29 waiting 0.00400001s
Iteration 456... 423 sym states passed, 28 waiting 0.00500001s
Iteration 457... 424 sym states passed, 29 waiting 0.00300001s
Iteration 458... 425 sym states passed, 28 waiting 0.00400001s
Iteration 459... 425 sym states passed, 27 waiting 0.00500001s
Iteration 460... 426 sym states passed, 28 waiting 0.00300001s
Iteration 461... 427 sym states passed, 27 waiting 0.00400001s
Iteration 462... 427 sym states passed, 26 waiting 0.00500001s
Iteration 463... 428 sym states passed, 27 waiting 0.00300001s
Iteration 464... 429 sym states passed, 26 waiting 0.00400001s
