Computing reachable states... 
Iteration 0... 1 sym states passed, 4 waiting 0.00600001s
Iteration 100... 101 sym states passed, 30 waiting 0.00200001s
Iteration 101... 102 sym states passed, 30 waiting 0.00100001s
Iteration 102... 103 sym states passed, 30 waiting 0.00100001s
Iteration 103... 104 sym states passed, 29 waiting 0.00200001s
Iteration 104... 105 sym states passed, 28 waiting 0.00200001s
Iteration 105... 106 sym states passed, 28 waiting 0.00100001s
Iteration 106... 107 sym states passed, 28 waiting 0.00100001s
Iteration 107... 108 sym states passed, 27 waiting 0.00200001s
Iteration 108... 109 sym states passed, 26 waiting 0.00200001s
Iteration 109... 110 sym states passed, 26 waiting 0.00100001s
Iteration 110... 111 sym states passed, 26 waiting 0.00100001s
Iteration 111... 112 sym states passed, 25 waiting 0.00200001s
Iteration 112... 113 sym states passed, 24 waiting 0.00200001s
Iteration 113... 114 sym states passed, 24 waiting 0.00200001s
Iteration 114... 115 sym states passed, 24 waiting 0.00200001s
Iteration 115... 116 sym states passed, 23 waiting 0.00200001s
Iteration 116... 117 sym states passed, 22 waiting 0.00200001s
Iteration 117... 118 sym states passed, 22 waiting 0.00200001s
Iteration 118... 119 sym states passed, 22 waiting 0.00200001s
Iteration 119... 120 sym states passed, 21 waiting 0.00200001s
Iteration 120... 121 sym states passed, 20 waiting 0.00200001s
Iteration 121... 122 sym states passed, 20 waiting 0.00100001s
Iteration 122... 123 sym states passed, 20 waiting 0.00100001s
Iteration 123... 124 sym states passed, 19 waiting 0.00200001s
Iteration 124... 125 sym states passed, 18 waiting 0.00300001s
Iteration 125... 126 sym states passed, 18 waiting 0.00100001s
Iteration 126... 127 sym states passed, 18 waiting 0.00200001s
Iteration 127... 128 sym states passed, 17 waiting 0.00300001s
Iteration 128... 129 sym states passed, 16 waiting 0.00300001s
Iteration 129... 130 sym states passed, 15 waiting 0.00100001s
Iteration 130... 131 sym states passed, 14 waiting 0.00100001s
Iteration 131... 132 sym states passed, 13 waiting 0.00100001s
Iteration 132... 133 sym states passed, 12 waiting 0.00100001s
Iteration 133... 134 sym states passed, 11 waiting 0.00100001s
Iteration 134... 135 sym states passed, 10 waiting 0.00100001s
Iteration 135... 136 sym states passed, 9 waiting 0.00100001s
Iteration 136... 137 sym states passed, 8 waiting 0.00100001s
Iteration 137... 138 sym states passed, 7 waiting 0.00100001s
Iteration 138... 139 sym states passed, 6 waiting 0.00100001s
Iteration 139... 140 sym states passed, 5 waiting 0.00100001s
Iteration 140... 141 sym states passed, 4 waiting 0.00100001s
Iteration 141... 142 sym states passed, 3 waiting 0.00100001s
Iteration 142... 143 sym states passed, 2 waiting 0.00100001s
Iteration 143... 144 sym states passed, 1 waiting 0.00100001s
Iteration 144... 145 sym states passed, 0 waiting 0.00100001s
Found fixpoint after 145 iterations.
Computing reachable states done after 0.386001s
Forbidden states are not reachable.
Output of reachable bad states... 
WARNING (ambiguous output) cannot represent empty set in GEN format
Output of reachable bad states done after 0s
ATTENTION: Warnings were issued.
Warnings on ambiguous output: 1
0.44user 0.01system 0:00.53elapsed 86%CPU (0avgtext+0avgdata 13124maxresident)k
552inputs+24outputs (21major+2115minor)pagefaults 0swaps
