Computing reachable states... 
Iteration 0... 1 sym states passed, 1 waiting 0.00500001s
Iteration 108... 105 sym states passed, 9 waiting 0.00400001s
Iteration 109... 106 sym states passed, 10 waiting 0.00600001s
Iteration 110... 107 sym states passed, 11 waiting 0.00500001s
Iteration 111... 108 sym states passed, 12 waiting 0.00600001s
Iteration 112... 109 sym states passed, 13 waiting 0.00500001s
Iteration 113... 110 sym states passed, 13 waiting 0.00300001s
Iteration 114... 111 sym states passed, 13 waiting 0.00300001s
Iteration 115... 112 sym states passed, 13 waiting 0.00600001s
Iteration 116... 112 sym states passed, 12 waiting 0.00700001s
Iteration 117... 113 sym states passed, 12 waiting 0.00300001s
Iteration 118... 114 sym states passed, 12 waiting 0.00400001s
Iteration 119... 115 sym states passed, 12 waiting 0.00600001s
Iteration 120... 115 sym states passed, 11 waiting 0.00800001s
Iteration 121... 116 sym states passed, 11 waiting 0.00400001s
Iteration 122... 117 sym states passed, 11 waiting 0.00400001s
Iteration 123... 118 sym states passed, 11 waiting 0.00600001s
Iteration 124... 118 sym states passed, 10 waiting 0.00800001s
Iteration 125... 119 sym states passed, 10 waiting 0.00400001s
Iteration 126... 120 sym states passed, 9 waiting 0.00200001s
Iteration 127... 121 sym states passed, 8 waiting 0.00300001s
Iteration 128... 122 sym states passed, 10 waiting 0.00500001s
Iteration 129... 123 sym states passed, 10 waiting 0.00500001s
Iteration 130... 124 sym states passed, 9 waiting 0.00300001s
Iteration 131... 125 sym states passed, 10 waiting 0.00400001s
Iteration 132... 126 sym states passed, 10 waiting 0.00500001s
Iteration 133... 127 sym states passed, 9 waiting 0.00300001s
Iteration 134... 128 sym states passed, 10 waiting 0.00400001s
Iteration 135... 129 sym states passed, 11 waiting 0.00500001s
Iteration 136... 130 sym states passed, 13 waiting 0.00600001s
Iteration 137... 131 sym states passed, 12 waiting 0.00200001s
Iteration 138... 132 sym states passed, 11 waiting 0.00200001s
Iteration 139... 133 sym states passed, 11 waiting 0.00300001s
Iteration 140... 134 sym states passed, 12 waiting 0.00500001s
Iteration 141... 135 sym states passed, 11 waiting 0.00200001s
Iteration 142... 136 sym states passed, 11 waiting 0.00300001s
Iteration 143... 137 sym states passed, 13 waiting 0.00600001s
Iteration 144... 138 sym states passed, 12 waiting 0.00200001s
Iteration 145... 139 sym states passed, 12 waiting 0.00300001s
Iteration 146... 140 sym states passed, 12 waiting 0.00300001s
Iteration 147... 141 sym states passed, 14 waiting 0.00500001s
Iteration 148... 142 sym states passed, 13 waiting 0.00400001s
Iteration 149... 143 sym states passed, 12 waiting 0.00400001s
Iteration 150... 144 sym states passed, 11 waiting 0.00200001s
Iteration 151... 145 sym states passed, 12 waiting 0.00400001s
Iteration 152... 146 sym states passed, 11 waiting 0.00500001s
Iteration 153... 147 sym states passed, 10 waiting 0.00300001s
Iteration 154... 148 sym states passed, 11 waiting 0.00500001s
Iteration 155... 149 sym states passed, 12 waiting 0.00400001s
Iteration 156... 150 sym states passed, 11 waiting 0.00600001s
Iteration 157... 151 sym states passed, 10 waiting 0.00300001s
Iteration 158... 152 sym states passed, 9 waiting 0.00300001s
Iteration 159... 153 sym states passed, 9 waiting 0.00300001s
Iteration 160... 154 sym states passed, 9 waiting 0.00300001s
Iteration 161... 155 sym states passed, 8 waiting 0.00600001s
Iteration 162... 156 sym states passed, 8 waiting 0.00300001s
Iteration 163... 157 sym states passed, 7 waiting 0.00500001s
Iteration 164... 158 sym states passed, 7 waiting 0.00300001s
Iteration 165... 159 sym states passed, 6 waiting 0.00500001s
Iteration 166... 160 sym states passed, 6 waiting 0.00300001s
Iteration 167... 161 sym states passed, 5 waiting 0.00600001s
Iteration 168... 162 sym states passed, 5 waiting 0.00300001s
Iteration 169... 163 sym states passed, 5 waiting 0.00400001s
Iteration 170... 164 sym states passed, 5 waiting 0.00300001s
Iteration 171... 165 sym states passed, 5 waiting 0.00300001s
Iteration 172... 166 sym states passed, 5 waiting 0.00300001s
Iteration 173... 167 sym states passed, 5 waiting 0.00300001s
Iteration 174... 168 sym states passed, 5 waiting 0.00400001s
Iteration 175... 169 sym states passed, 5 waiting 0.00300001s
Iteration 176... 170 sym states passed, 5 waiting 0.00300001s
Iteration 177... 171 sym states passed, 5 waiting 0.00300001s
Iteration 178... 172 sym states passed, 5 waiting 0.00300001s
Iteration 179... 173 sym states passed, 5 waiting 0.00300001s
Iteration 180... 174 sym states passed, 5 waiting 0.00300001s
Iteration 181... 175 sym states passed, 5 waiting 0.00200001s
Iteration 182... 176 sym states passed, 5 waiting 0.00300001s
Iteration 183... 177 sym states passed, 6 waiting 0.00400001s
Iteration 184... 178 sym states passed, 7 waiting 0.00400001s
Iteration 185... 179 sym states passed, 8 waiting 0.00400001s
Iteration 186... 180 sym states passed, 9 waiting 0.00400001s
Iteration 187... 181 sym states passed, 10 waiting 0.00400001s
Iteration 188... 182 sym states passed, 11 waiting 0.00600001s
Iteration 189... 183 sym states passed, 12 waiting 0.00500001s
Iteration 190... 184 sym states passed, 13 waiting 0.00600001s
Iteration 191... 185 sym states passed, 14 waiting 0.00600001s
Iteration 192... 186 sym states passed, 16 waiting 0.00700001s
Iteration 193... 187 sym states passed, 17 waiting 0.00600001s
Iteration 194... 188 sym states passed, 19 waiting 0.00700001s
Iteration 195... 189 sym states passed, 19 waiting 0.00500001s
Iteration 196... 190 sym states passed, 20 waiting 0.00700001s
Iteration 197... 191 sym states passed, 21 waiting 0.00600001s
Iteration 198... 192 sym states passed, 21 waiting 0.00400001s
Iteration 199... 193 sym states passed, 21 waiting 0.00600001s
Iteration 200... 193 sym states passed, 20 waiting 0.00900001s
Iteration 201... 194 sym states passed, 20 waiting 0.00400001s
Iteration 202... 195 sym states passed, 20 waiting 0.00400001s
Iteration 203... 196 sym states passed, 20 waiting 0.00600001s
Iteration 204... 196 sym states passed, 19 waiting 0.00800001s
Iteration 205... 197 sym states passed, 19 waiting 0.00400001s
Iteration 206... 198 sym states passed, 19 waiting 0.00400001s
Iteration 207... 199 sym states passed, 19 waiting 0.00400001s
Iteration 208... 200 sym states passed, 19 waiting 0.00700001s
Iteration 209... 200 sym states passed, 18 waiting 0.00900001s
Iteration 210... 201 sym states passed, 18 waiting 0.00400001s
Iteration 211... 202 sym states passed, 18 waiting 0.00400001s
Iteration 212... 203 sym states passed, 18 waiting 0.00400001s
Iteration 213... 204 sym states passed, 17 waiting 0.00700001s
Iteration 214... 204 sym states passed, 16 waiting 0.00900001s
Iteration 215... 205 sym states passed, 16 waiting 0.00500001s
Iteration 216... 206 sym states passed, 16 waiting 0.00600001s
Iteration 217... 206 sym states passed, 15 waiting 0.00900001s
Iteration 218... 207 sym states passed, 15 waiting 0.00400001s
Iteration 219... 208 sym states passed, 14 waiting 0.00300001s
Iteration 220... 209 sym states passed, 15 waiting 0.00400001s
Iteration 221... 210 sym states passed, 16 waiting 0.00500001s
Iteration 222... 211 sym states passed, 15 waiting 0.00300001s
Iteration 223... 212 sym states passed, 16 waiting 0.00500001s
Iteration 224... 213 sym states passed, 16 waiting 0.00500001s
Iteration 225... 214 sym states passed, 15 waiting 0.00300001s
Iteration 226... 215 sym states passed, 14 waiting 0.00300001s
Iteration 227... 216 sym states passed, 16 waiting 0.00500001s
Iteration 228... 217 sym states passed, 16 waiting 0.00500001s
Iteration 229... 218 sym states passed, 15 waiting 0.00300001s
Iteration 230... 219 sym states passed, 14 waiting 0.00300001s
Iteration 231... 220 sym states passed, 13 waiting 0.00300001s
Iteration 232... 221 sym states passed, 14 waiting 0.00400001s
Iteration 233... 222 sym states passed, 14 waiting 0.00500001s
Iteration 234... 223 sym states passed, 16 waiting 0.00600001s
Iteration 235... 224 sym states passed, 15 waiting 0.00200001s
Iteration 236... 225 sym states passed, 15 waiting 0.00300001s
Iteration 237... 226 sym states passed, 15 waiting 0.00300001s
Iteration 238... 227 sym states passed, 16 waiting 0.00600001s
Iteration 239... 228 sym states passed, 15 waiting 0.00200001s
Iteration 240... 229 sym states passed, 15 waiting 0.00300001s
Iteration 241... 230 sym states passed, 17 waiting 0.00600001s
Iteration 242... 231 sym states passed, 16 waiting 0.00200001s
Iteration 243... 232 sym states passed, 15 waiting 0.00200001s
Iteration 244... 233 sym states passed, 15 waiting 0.00300001s
Iteration 245... 234 sym states passed, 16 waiting 0.00600001s
Iteration 246... 235 sym states passed, 15 waiting 0.00200001s
Iteration 247... 236 sym states passed, 15 waiting 0.00300001s
Iteration 248... 237 sym states passed, 16 waiting 0.00400001s
Iteration 249... 238 sym states passed, 17 waiting 0.00400001s
Iteration 250... 239 sym states passed, 16 waiting 0.00600001s
Iteration 251... 240 sym states passed, 15 waiting 0.00300001s
Iteration 252... 241 sym states passed, 14 waiting 0.00300001s
Iteration 253... 242 sym states passed, 15 waiting 0.00500001s
Iteration 254... 243 sym states passed, 14 waiting 0.00500001s
Iteration 255... 244 sym states passed, 13 waiting 0.00300001s
Iteration 256... 245 sym states passed, 15 waiting 0.00500001s
Iteration 257... 246 sym states passed, 14 waiting 0.00500001s
Iteration 258... 247 sym states passed, 13 waiting 0.00500001s
Iteration 259... 248 sym states passed, 12 waiting 0.00300001s
Iteration 260... 249 sym states passed, 13 waiting 0.00400001s
Iteration 261... 250 sym states passed, 12 waiting 0.00500001s
Iteration 262... 251 sym states passed, 11 waiting 0.00300001s
Iteration 263... 252 sym states passed, 11 waiting 0.00300001s
Iteration 264... 253 sym states passed, 10 waiting 0.00600001s
Iteration 265... 254 sym states passed, 10 waiting 0.00300001s
Iteration 266... 255 sym states passed, 9 waiting 0.00500001s
Iteration 267... 256 sym states passed, 9 waiting 0.00300001s
Iteration 268... 257 sym states passed, 8 waiting 0.00600001s
Iteration 269... 258 sym states passed, 8 waiting 0.00300001s
Iteration 270... 259 sym states passed, 8 waiting 0.00300001s
Iteration 271... 260 sym states passed, 7 waiting 0.00800001s
Iteration 272... 261 sym states passed, 7 waiting 0.00300001s
Iteration 273... 262 sym states passed, 6 waiting 0.00600001s
Iteration 274... 263 sym states passed, 6 waiting 0.00300001s
Iteration 275... 264 sym states passed, 6 waiting 0.00300001s
Iteration 276... 265 sym states passed, 6 waiting 0.00300001s
Iteration 277... 266 sym states passed, 6 waiting 0.00300001s
Iteration 278... 267 sym states passed, 6 waiting 0.00400001s
Iteration 279... 268 sym states passed, 6 waiting 0.00300001s
Iteration 280... 269 sym states passed, 6 waiting 0.00300001s
Iteration 281... 270 sym states passed, 6 waiting 0.00300001s
Iteration 282... 271 sym states passed, 6 waiting 0.00300001s
Iteration 283... 272 sym states passed, 5 waiting 0.00300001s
Iteration 284... 273 sym states passed, 5 waiting 0.00400001s
Iteration 285... 274 sym states passed, 5 waiting 0.00300001s
Iteration 286... 275 sym states passed, 5 waiting 0.00300001s
Iteration 287... 276 sym states passed, 5 waiting 0.00300001s
Iteration 288... 277 sym states passed, 5 waiting 0.00300001s
Iteration 289... 278 sym states passed, 5 waiting 0.00300001s
Iteration 290... 279 sym states passed, 5 waiting 0.00300001s
Iteration 291... 280 sym states passed, 6 waiting 0.00400001s
Iteration 292... 281 sym states passed, 7 waiting 0.00400001s
Iteration 293... 282 sym states passed, 8 waiting 0.00400001s
Iteration 294... 283 sym states passed, 9 waiting 0.00400001s
Iteration 295... 284 sym states passed, 10 waiting 0.00400001s
Iteration 296... 285 sym states passed, 10 waiting 0.00500001s
Iteration 297... 286 sym states passed, 10 waiting 0.00500001s
Iteration 298... 287 sym states passed, 10 waiting 0.00600001s
Iteration 299... 288 sym states passed, 10 waiting 0.00600001s
Iteration 300... 289 sym states passed, 10 waiting 0.00600001s
Iteration 301... 290 sym states passed, 10 waiting 0.00600001s
Iteration 302... 291 sym states passed, 10 waiting 0.00600001s
Iteration 303... 292 sym states passed, 10 waiting 0.00600001s
Iteration 304... 293 sym states passed, 10 waiting 0.00700001s
Iteration 305... 294 sym states passed, 10 waiting 0.00600001s
Iteration 306... 295 sym states passed, 10 waiting 0.00700001s
Iteration 307... 296 sym states passed, 10 waiting 0.00400001s
Iteration 308... 297 sym states passed, 10 waiting 0.00800001s
Iteration 309... 298 sym states passed, 10 waiting 0.00400001s
Iteration 310... 299 sym states passed, 10 waiting 0.00800001s
Iteration 311... 300 sym states passed, 10 waiting 0.00500001s
Iteration 312... 301 sym states passed, 10 waiting 0.00800001s
Iteration 313... 302 sym states passed, 10 waiting 0.00400001s
Iteration 314... 303 sym states passed, 10 waiting 0.00800001s
Iteration 315... 304 sym states passed, 10 waiting 0.00500001s
Iteration 316... 305 sym states passed, 10 waiting 0.00400001s
Iteration 317... 306 sym states passed, 9 waiting 0.00500001s
Iteration 318... 307 sym states passed, 9 waiting 0.00400001s
Iteration 319... 308 sym states passed, 8 waiting 0.00500001s
Iteration 320... 309 sym states passed, 8 waiting 0.00400001s
Iteration 321... 310 sym states passed, 7 waiting 0.00600001s
Iteration 322... 311 sym states passed, 7 waiting 0.00400001s
Iteration 323... 312 sym states passed, 6 waiting 0.00600001s
Iteration 324... 313 sym states passed, 6 waiting 0.00400001s
Iteration 325... 314 sym states passed, 5 waiting 0.00500001s
Iteration 326... 315 sym states passed, 4 waiting 0.00500001s
Iteration 327... 316 sym states passed, 3 waiting 0.00500001s
Iteration 328... 317 sym states passed, 2 waiting 0.00500001s
Iteration 329... 318 sym states passed, 1 waiting 0.00500001s
Iteration 330... 319 sym states passed, 0 waiting 0.00500001s
Found fixpoint after 331 iterations.
Computing reachable states done after 1.55701s
Forbidden states are not reachable.
Output of reachable bad states... 
WARNING (ambiguous output) cannot represent empty set in GEN format
Output of reachable bad states done after 0s
ATTENTION: Warnings were issued.
Warnings on ambiguous output: 1
1.77user 0.02system 0:01.90elapsed 94%CPU (0avgtext+0avgdata 31172maxresident)k
520inputs+48outputs (14major+6627minor)pagefaults 0swaps
